nauczycielka-pedagog;1;0;1;768;768.00
naukowiec;1;1;0;3574;3574.00
oficer pożarnictwa;1;1;0;750;750.00
oficer rezerwy;1;1;0;81;81.00
nauczycielka akademicka;1;0;1;9791;9791.00
operator maszyn i urządzeń;1;1;0;3791;3791.00
operator maszyn i urządzeń do przeróbki mechanicznej rud;1;1;0;118;118.00
operator maszyn i urządzeń metalurgicznych;1;1;0;328;328.00
operator maszyn przemysłowych;1;1;0;332;332.00
oficer służby kryminalnej;1;0;1;381;381.00
oficer zawodowy sił zbrojnych;1;0;1;1774;1774.00
operator;1;1;0;82;82.00
operator cnc;1;0;1;649;649.00
nauczyciel logopeda;1;0;1;121;121.00
nauczyciel mgr historii;1;1;0;1774;1774.00
nauczyciel muzyki;1;1;0;403;403.00
nauczyciel muzykolog;1;0;1;2233;2233.00
nauczyciel nauczania początkowego;1;0;1;1300;1300.00
nauczyciel niedostosowanych społecznie;1;0;1;2319;2319.00
nauczyciel niesłyszących i słabosłyszących (surdopedagog);1;0;1;6461;6461.00
nauczyciel osób z niepełnosprawnością intelektualną (oligofrenopedagog);1;1;0;339;339.00
nauczyciel pedagog;1;0;1;580;580.00
nauczyciel plastyki;1;0;1;958;958.00
nauczyciel praktycznej nauki zawodu;1;0;1;771;771.00
nauczyciel geografii;1;1;0;399;399.00
nauczyciel germanista;1;0;1;640;640.00
nauczyciel języka angielskiego;1;0;1;591;591.00
nauczyciel konsultant;1;0;1;1760;1760.00
nauczyciel przedmiotów w szkole ponadpodstawowej;1;0;1;587;587.00
nauczyciel chemii;1;0;1;1880;1880.00
nauczyciel domowy;1;0;1;468;468.00
nauczyciel akademicki nauk rolniczych;1;0;1;335;335.00
nauczyciel akademicki nauki społeczne;1;1;0;230;230.00
nauczyciel emeryt;1;0;1;321;321.00
nauczyciel emerytowany;1;0;1;432;432.00
nauczyciel filolog;1;0;1;184;184.00
nauczyciel fizyki;1;1;0;2096;2096.00
mgr inż. mechanik okrętowy;1;1;0;5356;5356.00
nauczyciel - pedagog specjalny;1;0;1;239;239.00
nauczyciel akademicki - nauki medyczne i nauki o zdrowiu;1;1;0;4182;4182.00
nauczyciel akademicki - kierunki ekonomiczne;1;1;0;3422;3422.00
właściciel sklepów;1;1;0;1817;1817.00
wykładowczyni akademicka;1;0;1;686;686.00
wyższy urzędnik administracji państwowej;1;1;0;378;378.00
wyższy urzędnik samorządowy - burmistrz;1;1;0;2763;2763.00
wyższy urzędnik władz samorządowych;1;1;0;2587;2587.00
zaopatrzeniowiec;1;0;1;605;605.00
zawodnik sportu żużlowego;1;1;0;598;598.00
zdobnik-ceramik;1;0;1;3640;3640.00
zielarz - fitoterapeuta;1;1;0;876;876.00
żołnierz;1;1;0;566;566.00
żołnierz zawodowy;1;1;0;913;913.00
